   151.000000       7.78159665E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2p1/science/820505p_10.fits
   150.000000       5.63083340E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2p1/science/820504p_10.fits
   149.000000       4.77337126E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2p1/science/820503p_10.fits
   292.000000       5.85217378E-04 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1p1m1/science/826641p_10.fits
   180.000000       7.49513274E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m3m1/science/879755p_10.fits
   152.000000       5.94991252E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2p1/science/820506p_10.fits
   179.000000       7.65030491E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m3m1/science/879754p_10.fits
   84.0000000       6.81040328E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m1m4/science/964005p_10.fits
   346.000000       7.09910237E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1p2m0/science/816767p_10.fits
   206.000000       3.60235659E-04 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m3p1/science/880090p_10.fits
   146.000000       5.88372459E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2p1/science/820500p_10.fits
   293.000000       1.38799733E-04 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1p1m1/science/826642p_10.fits
   332.000000       1.42640798E-04 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1p1p2/science/760937p_10.fits
   189.000000       7.13909249E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m3m3/science/879637p_10.fits
   85.0000000       7.69992475E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m1m4/science/964006p_10.fits
   75.0000000       6.93489274E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m1m2/science/831275p_10.fits
   172.000000       6.46786575E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m3m0/science/879990p_10.fits
   366.000000       5.80030573E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1p2m3/science/875617p_10.fits
   132.000000       1.05062360E-03 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2m3/science/875621p_10.fits
   74.0000000       6.47894049E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m1m2/science/831274p_10.fits
   86.0000000       6.33348391E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m1m4/science/964007p_10.fits
   208.000000       7.14792914E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m3p1/science/880092p_10.fits
   350.000000       7.58196256E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1p2m1/science/826730p_10.fits
   148.000000       5.98904480E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2p1/science/820502p_10.fits
   147.000000       6.13210796E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2p1/science/820501p_10.fits
   287.000000       9.55164287E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1p1m1/science/826636p_10.fits
   177.000000       3.26917478E-04 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m3m1/science/879750p_10.fits
   107.000000       1.78081915E-04 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m1p3/science/762830p_10.fits
   296.000000       6.55893935E-04 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1p1m2/science/830982p_10.fits
   178.000000       1.68337152E-04 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m3m1/science/879753p_10.fits
   158.000000       5.10809041E-05 /lustre/home/acct-phyzj/phyzj/CFHT/i/w1m2p2/science/820498p_10.fits
